,original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik,tokenized_text,stopword_tokenized,stemming_text
63,quoteturbotwinbaadbdfabmalingsial jahanamquotennindon indon wow indon kan apa yg aneh dengan keindonan nnsaat negara di gadaikan saat pasar modal di kuasai asing dan aseng nnmaka indon adalah tetap indon d,kaskus,0,1,0,0,"['quoteturbotwinbaadbdfabmalingsial', 'jahanamquotennindon', 'indon', 'wow', 'indon', 'kan', 'apa', 'yg', 'aneh', 'dengan', 'keindonan', 'nnsaat', 'negara', 'di', 'gadaikan', 'saat', 'pasar', 'modal', 'di', 'kuasai', 'asing', 'dan', 'aseng', 'nnmaka', 'indon', 'adalah', 'tetap', 'indon', 'd']","['quoteturbotwinbaadbdfabmalingsial', 'jahanamquotennindon', 'indon', 'wow', 'indon', 'yg', 'aneh', 'keindonan', 'nnsaat', 'negara', 'gadaikan', 'pasar', 'modal', 'kuasai', 'asing', 'aseng', 'nnmaka', 'indon', 'indon', 'd']",quoteturbotwinbaadbdfabmalingsial jahanamquotennindon indon wow indon yg aneh keindonan nnsaat negara gadai pasar modal kuasa asing aseng nnmaka indon indon d
64,quotetofftofafafdffbnnsalah satunya ini study setara nnnitu study bukan sekedar asumsi lo yang kagak jelas nasbung identik dengan anti toleransi dan lihat seberapa banyak kota di jawa barat disitu lehugaquotenneh anjing tolol kalo gitu lu liat nih nn m kaskus co idthreadabdaaebcbdaftarperistiwapembakarandanperusakangerejayangterjadidiindonesiannjatim yang paling banyak bakar dan ngerusak gereja itu bukan asumshit itu data nnudah jadi pengetahuan umum juga kalo mayoritas ketua geng teroris itu jawir konthol contohnya abubakar baasyir dulmatin santoso kartosuwiryo dll dan itu semua bener fakta bukan asumshit nnkok lu gak nyebut propinsi jateng dan jatim propinsi jangan standar janda lu anjing tolol,kaskus,0,0,0,1,"['quotetofftofafafdffbnnsalah', 'satunya', 'ini', 'study', 'setara', 'nnnitu', 'study', 'bukan', 'sekedar', 'asumsi', 'lo', 'yang', 'kagak', 'jelas', 'nasbung', 'identik', 'dengan', 'anti', 'toleransi', 'dan', 'lihat', 'seberapa', 'banyak', 'kota', 'di', 'jawa', 'barat', 'disitu', 'lehugaquotenneh', 'anjing', 'tolol', 'kalo', 'gitu', 'lu', 'liat', 'nih', 'nn', 'm', 'kaskus', 'co', 'idthreadabdaaebcbdaftarperistiwapembakarandanperusakangerejayangterjadidiindonesiannjatim', 'yang', 'paling', 'banyak', 'bakar', 'dan', 'ngerusak', 'gereja', 'itu', 'bukan', 'asumshit', 'itu', 'data', 'nnudah', 'jadi', 'pengetahuan', 'umum', 'juga', 'kalo', 'mayoritas', 'ketua', 'geng', 'teroris', 'itu', 'jawir', 'konthol', 'contohnya', 'abubakar', 'baasyir', 'dulmatin', 'santoso', 'kartosuwiryo', 'dll', 'dan', 'itu', 'semua', 'bener', 'fakta', 'bukan', 'asumshit', 'nnkok', 'lu', 'gak', 'nyebut', 'propinsi', 'jateng', 'dan', 'jatim', 'propinsi', 'jangan', 'standar', 'janda', 'lu', 'anjing', 'tolol']","['quotetofftofafafdffbnnsalah', 'satunya', 'study', 'setara', 'nnnitu', 'study', 'sekedar', 'asumsi', 'lo', 'kagak', 'nasbung', 'identik', 'anti', 'toleransi', 'lihat', 'kota', 'jawa', 'barat', 'disitu', 'lehugaquotenneh', 'anjing', 'tolol', 'kalo', 'gitu', 'lu', 'liat', 'nn', 'm', 'kaskus', 'co', 'idthreadabdaaebcbdaftarperistiwapembakarandanperusakangerejayangterjadidiindonesiannjatim', 'bakar', 'ngerusak', 'gereja', 'asumshit', 'data', 'nnudah', 'pengetahuan', 'kalo', 'mayoritas', 'ketua', 'geng', 'teroris', 'jawir', 'konthol', 'contohnya', 'abubakar', 'baasyir', 'dulmatin', 'santoso', 'kartosuwiryo', 'dll', 'bener', 'fakta', 'asumshit', 'nnkok', 'lu', 'gak', 'nyebut', 'propinsi', 'jateng', 'jatim', 'propinsi', 'standar', 'janda', 'lu', 'anjing', 'tolol']",quotetofftofafafdffbnnsalah satu study tara nnnitu study dar asumsi lo kagak nasbung identik anti toleransi lihat kota jawa barat situ lehugaquotenneh anjing tolol kalo gitu lu liat nn m kaskus co idthreadabdaaebcbdaftarperistiwapembakarandanperusakangerejayangterjadidiindonesiannjatim bakar ngerusak gereja asumshit data nnudah tahu kalo mayoritas ketua geng teroris jawir konthol contoh abubakar baasyir dulmatin santoso kartosuwiryo dll bener fakta asumshit nnkok lu gak nyebut propinsi jateng jatim propinsi standar janda lu anjing tolol
65,quotezelfrizkaaeccbabjangan kaget orang manusia berkepala babi aje banyak kok coba lu main ke utara nnnnyang aneh udah babi eh doyan makan babi nnnnkanibal nn lehugaquotennutara bukannya tmpt rumah org elit brae jiakakaka tanah per meter hrg ny bsa x lebih umr loh ngakak,kaskus,0,0,0,0,"['quotezelfrizkaaeccbabjangan', 'kaget', 'orang', 'manusia', 'berkepala', 'babi', 'aje', 'banyak', 'kok', 'coba', 'lu', 'main', 'ke', 'utara', 'nnnnyang', 'aneh', 'udah', 'babi', 'eh', 'doyan', 'makan', 'babi', 'nnnnkanibal', 'nn', 'lehugaquotennutara', 'bukannya', 'tmpt', 'rumah', 'org', 'elit', 'brae', 'jiakakaka', 'tanah', 'per', 'meter', 'hrg', 'ny', 'bsa', 'x', 'lebih', 'umr', 'loh', 'ngakak']","['quotezelfrizkaaeccbabjangan', 'kaget', 'orang', 'manusia', 'berkepala', 'babi', 'aje', 'coba', 'lu', 'main', 'utara', 'nnnnyang', 'aneh', 'udah', 'babi', 'eh', 'doyan', 'makan', 'babi', 'nnnnkanibal', 'nn', 'lehugaquotennutara', 'tmpt', 'rumah', 'org', 'elit', 'brae', 'jiakakaka', 'tanah', 'meter', 'hrg', 'ny', 'bsa', 'x', 'umr', 'loh', 'ngakak']",quotezelfrizkaaeccbabjangan kaget orang manusia kepala babi aje coba lu main utara nnnnyang aneh udah babi eh doyan makan babi nnnnkanibal nn lehugaquotennutara tmpt rumah org elit brae jiakakaka tanah meter hrg ny bsa x umr loh ngakak
66,sapa nih yg ngajarin nyontoh demo berjilid kemaren yg teriak ganyang cina bunuh ahok well done anies well done  twitter comgunromlistatus,twitter,0,1,1,1,"['sapa', 'nih', 'yg', 'ngajarin', 'nyontoh', 'demo', 'berjilid', 'kemaren', 'yg', 'teriak', 'ganyang', 'cina', 'bunuh', 'ahok', 'well', 'done', 'anies', 'well', 'done', 'twitter', 'comgunromlistatus']","['sapa', 'yg', 'ngajarin', 'nyontoh', 'demo', 'berjilid', 'kemaren', 'yg', 'teriak', 'ganyang', 'cina', 'bunuh', 'ahok', 'well', 'done', 'anies', 'well', 'done', 'twitter', 'comgunromlistatus']",sapa yg ngajarin nyontoh demo jilid kemaren yg teriak ganyang cina bunuh ahok well done anies well done twitter comgunromlistatus
67,efek penyebaran video itu sgt berbahaya bagi umat jadi kami jg hrs membackup opini yg ada klarifikasi itu bisa lgs dilakukan somad dgn tim medianya disesuaikan dgn firman allah qs dan harus menyatakan menolak thd paham khilafah yg tdk ada di zaman rasul,twitter,0,0,1,0,"['efek', 'penyebaran', 'video', 'itu', 'sgt', 'berbahaya', 'bagi', 'umat', 'jadi', 'kami', 'jg', 'hrs', 'membackup', 'opini', 'yg', 'ada', 'klarifikasi', 'itu', 'bisa', 'lgs', 'dilakukan', 'somad', 'dgn', 'tim', 'medianya', 'disesuaikan', 'dgn', 'firman', 'allah', 'qs', 'dan', 'harus', 'menyatakan', 'menolak', 'thd', 'paham', 'khilafah', 'yg', 'tdk', 'ada', 'di', 'zaman', 'rasul']","['efek', 'penyebaran', 'video', 'sgt', 'berbahaya', 'umat', 'jg', 'hrs', 'membackup', 'opini', 'yg', 'klarifikasi', 'lgs', 'somad', 'dgn', 'tim', 'medianya', 'disesuaikan', 'dgn', 'firman', 'allah', 'qs', 'menolak', 'thd', 'paham', 'khilafah', 'yg', 'tdk', 'zaman', 'rasul']",efek sebar video sgt bahaya umat jg hrs membackup opini yg klarifikasi lgs somad dgn tim media sesuai dgn firman allah qs tolak thd paham khilafah yg tdk zaman rasul
68,jika saja si penulis tidak pernah di cuci otaknya oleh islam tentu tidak akan mengatakan demikiannsama seperti para teroris jika mereka tidak pernah mengenal islam napa mereka meledakan diri mereka bersama anak istri mereka nnnjadi mohon gunakanlah otak jika ingin mengikari islam mengajari manusia menjadi apa cd,kaskus,0,1,0,0,"['jika', 'saja', 'si', 'penulis', 'tidak', 'pernah', 'di', 'cuci', 'otaknya', 'oleh', 'islam', 'tentu', 'tidak', 'akan', 'mengatakan', 'demikiannsama', 'seperti', 'para', 'teroris', 'jika', 'mereka', 'tidak', 'pernah', 'mengenal', 'islam', 'napa', 'mereka', 'meledakan', 'diri', 'mereka', 'bersama', 'anak', 'istri', 'mereka', 'nnnjadi', 'mohon', 'gunakanlah', 'otak', 'jika', 'ingin', 'mengikari', 'islam', 'mengajari', 'manusia', 'menjadi', 'apa', 'cd']","['si', 'penulis', 'cuci', 'otaknya', 'islam', 'demikiannsama', 'teroris', 'mengenal', 'islam', 'napa', 'meledakan', 'anak', 'istri', 'nnnjadi', 'mohon', 'gunakanlah', 'otak', 'mengikari', 'islam', 'mengajari', 'manusia', 'cd']",si tulis cuci otak islam demikiannsama teroris kenal islam napa ledak anak istri nnnjadi mohon guna otak mengikari islam ajar manusia cd
69,rasis itu kalo utk manusia kalo utk monyet spt dia gak berlaku monyet gak tahu diri desa papua berjibaku diterangi bbm disamakan tol dibangun supaya cepat maju ekonomi tapi hewan mamalia ini malah mau hancurkan jokowi terangan rasis tai kucing,twitter,0,0,0,1,"['rasis', 'itu', 'kalo', 'utk', 'manusia', 'kalo', 'utk', 'monyet', 'spt', 'dia', 'gak', 'berlaku', 'monyet', 'gak', 'tahu', 'diri', 'desa', 'papua', 'berjibaku', 'diterangi', 'bbm', 'disamakan', 'tol', 'dibangun', 'supaya', 'cepat', 'maju', 'ekonomi', 'tapi', 'hewan', 'mamalia', 'ini', 'malah', 'mau', 'hancurkan', 'jokowi', 'terangan', 'rasis', 'tai', 'kucing']","['rasis', 'kalo', 'utk', 'manusia', 'kalo', 'utk', 'monyet', 'spt', 'gak', 'berlaku', 'monyet', 'gak', 'desa', 'papua', 'berjibaku', 'diterangi', 'bbm', 'disamakan', 'tol', 'dibangun', 'cepat', 'maju', 'ekonomi', 'hewan', 'mamalia', 'hancurkan', 'jokowi', 'terangan', 'rasis', 'tai', 'kucing']",ras kalo utk manusia kalo utk monyet spt gak laku monyet gak desa papua jibaku rang bbm sama tol bangun cepat maju ekonomi hewan mamalia hancur jokowi terang ras tai kucing
70,novping akunnya di lock itu males amat njirrr follownya hahaha doain aja smg admin ni ketangkep,instagram,0,0,0,0,"['novping', 'akunnya', 'di', 'lock', 'itu', 'males', 'amat', 'njirrr', 'follownya', 'hahaha', 'doain', 'aja', 'smg', 'admin', 'ni', 'ketangkep']","['novping', 'akunnya', 'lock', 'males', 'njirrr', 'follownya', 'hahaha', 'doain', 'aja', 'smg', 'admin', 'ni', 'ketangkep']",novping akun lock males njirrr follownya hahaha doain aja smg admin ni ketangkep
71,anak kecil pawai bawa obor dan orang dewasa yg orasi di jkt triak bunuh ahok ganyang cina itu gmn  twitter comaagymstatus,twitter,0,1,1,1,"['anak', 'kecil', 'pawai', 'bawa', 'obor', 'dan', 'orang', 'dewasa', 'yg', 'orasi', 'di', 'jkt', 'triak', 'bunuh', 'ahok', 'ganyang', 'cina', 'itu', 'gmn', 'twitter', 'comaagymstatus']","['anak', 'pawai', 'bawa', 'obor', 'orang', 'dewasa', 'yg', 'orasi', 'jkt', 'triak', 'bunuh', 'ahok', 'ganyang', 'cina', 'gmn', 'twitter', 'comaagymstatus']",anak pawai bawa obor orang dewasa yg orasi jkt triak bunuh ahok ganyang cina gmn twitter comaagymstatus
72,waduh keluar dari laskar sempak tarsan auto debus nnnnnharus diberantas itu pastor tukang nyilit requestnn,kaskus,0,0,0,0,"['waduh', 'keluar', 'dari', 'laskar', 'sempak', 'tarsan', 'auto', 'debus', 'nnnnnharus', 'diberantas', 'itu', 'pastor', 'tukang', 'nyilit', 'requestnn']","['laskar', 'sempak', 'tarsan', 'auto', 'debus', 'nnnnnharus', 'diberantas', 'pastor', 'tukang', 'nyilit', 'requestnn']",laskar sempak tarsan auto debus nnnnnharus berantas pastor tukang nyilit requestnn
73,milanandaxyz kamu betul sekali dari semua komentar yg aku lihat memang betul krna kelurga saya juga artis termasuk team suksesnya bersama ka luna jd jngn buli orang sblm kalian benar dimata tuhan,instagram,0,0,0,0,"['milanandaxyz', 'kamu', 'betul', 'sekali', 'dari', 'semua', 'komentar', 'yg', 'aku', 'lihat', 'memang', 'betul', 'krna', 'kelurga', 'saya', 'juga', 'artis', 'termasuk', 'team', 'suksesnya', 'bersama', 'ka', 'luna', 'jd', 'jngn', 'buli', 'orang', 'sblm', 'kalian', 'benar', 'dimata', 'tuhan']","['milanandaxyz', 'komentar', 'yg', 'lihat', 'krna', 'kelurga', 'artis', 'team', 'suksesnya', 'ka', 'luna', 'jd', 'jngn', 'buli', 'orang', 'sblm', 'dimata', 'tuhan']",milanandaxyz komentar yg lihat krna kelurga artis team sukses ka luna jd jngn buli orang sblm mata tuhan
74,presiden kita itu orang kafir apa islam ya atau orang munafiq korban bom solo tidak meninggal di perhatikannya berlebihan org mslim d achkn,twitter,0,1,1,1,"['presiden', 'kita', 'itu', 'orang', 'kafir', 'apa', 'islam', 'ya', 'atau', 'orang', 'munafiq', 'korban', 'bom', 'solo', 'tidak', 'meninggal', 'di', 'perhatikannya', 'berlebihan', 'org', 'mslim', 'd', 'achkn']","['presiden', 'orang', 'kafir', 'islam', 'orang', 'munafiq', 'korban', 'bom', 'solo', 'meninggal', 'perhatikannya', 'org', 'mslim', 'd', 'achkn']",presiden orang kafir islam orang munafiq korban bom solo tinggal perhati org mslim d achkn
75,susu prawan mau pingsan segera remas benda apa sj yg ad di dekat kmu u mlenturkn otot shg bs menaikkn tekanan darah sirkulasi ke otak,twitter,1,0,0,0,"['susu', 'prawan', 'mau', 'pingsan', 'segera', 'remas', 'benda', 'apa', 'sj', 'yg', 'ad', 'di', 'dekat', 'kmu', 'u', 'mlenturkn', 'otot', 'shg', 'bs', 'menaikkn', 'tekanan', 'darah', 'sirkulasi', 'ke', 'otak']","['susu', 'prawan', 'pingsan', 'remas', 'benda', 'sj', 'yg', 'ad', 'kmu', 'u', 'mlenturkn', 'otot', 'shg', 'bs', 'menaikkn', 'tekanan', 'darah', 'sirkulasi', 'otak']",susu prawan pingsan remas benda sj yg ad kmu u mlenturkn otot shg bs menaikkn tekan darah sirkulasi otak
76,boong deniaryandi dbjak bean ni e viinvoodoo deniaryandi suryadipta deniaryandi pengen ngentot sinta jojo deh,twitter,1,0,0,0,"['boong', 'deniaryandi', 'dbjak', 'bean', 'ni', 'e', 'viinvoodoo', 'deniaryandi', 'suryadipta', 'deniaryandi', 'pengen', 'ngentot', 'sinta', 'jojo', 'deh']","['boong', 'deniaryandi', 'dbjak', 'bean', 'ni', 'e', 'viinvoodoo', 'deniaryandi', 'suryadipta', 'deniaryandi', 'pengen', 'ngentot', 'sinta', 'jojo', 'deh']",boong deniaryandi dbjak bean ni e viinvoodoo deniaryandi suryadipta deniaryandi ken ngentot sinta jojo deh
77,adminnya kebanyakan makan micin kekurangan berita kurang kurangin bergaul sama ormas onta yang komandannya aja entah pergi kemana,instagram,0,0,0,0,"['adminnya', 'kebanyakan', 'makan', 'micin', 'kekurangan', 'berita', 'kurang', 'kurangin', 'bergaul', 'sama', 'ormas', 'onta', 'yang', 'komandannya', 'aja', 'entah', 'pergi', 'kemana']","['adminnya', 'kebanyakan', 'makan', 'micin', 'kekurangan', 'berita', 'kurangin', 'bergaul', 'ormas', 'onta', 'komandannya', 'aja', 'pergi', 'kemana']",adminnya banyak makan micin kurang berita rangin gaul ormas onta komandan aja pergi mana
78,dah gitu rasismenya white supermasi itu kini di indonesia ditirutiru byk skli org kita nyebut org papua itu monyet sedih,twitter,0,0,0,0,"['dah', 'gitu', 'rasismenya', 'white', 'supermasi', 'itu', 'kini', 'di', 'indonesia', 'ditirutiru', 'byk', 'skli', 'org', 'kita', 'nyebut', 'org', 'papua', 'itu', 'monyet', 'sedih']","['dah', 'gitu', 'rasismenya', 'white', 'supermasi', 'indonesia', 'ditirutiru', 'byk', 'skli', 'org', 'nyebut', 'org', 'papua', 'monyet', 'sedih']",dah gitu rasisme white supermasi indonesia ditirutiru byk skli org nyebut org papua monyet sedih
79,maenya aya imam di usir foejiriko dul mneh mah prcma jmtan oge krek npi mesjid pasti diusir aaabbdduull kafir hungkul apsaputra,twitter,0,0,0,0,"['maenya', 'aya', 'imam', 'di', 'usir', 'foejiriko', 'dul', 'mneh', 'mah', 'prcma', 'jmtan', 'oge', 'krek', 'npi', 'mesjid', 'pasti', 'diusir', 'aaabbdduull', 'kafir', 'hungkul', 'apsaputra']","['maenya', 'aya', 'imam', 'usir', 'foejiriko', 'dul', 'mneh', 'mah', 'prcma', 'jmtan', 'oge', 'krek', 'npi', 'mesjid', 'diusir', 'aaabbdduull', 'kafir', 'hungkul', 'apsaputra']",maenya aya imam usir foejiriko dul mneh mah prcma jmtan oge krek npi mesjid usir aaabbdduull kafir hungkul apsaputra
80,satu persatu ditunjukkan kehancuran musuh umat mubahalah ya habaib memang terbukti nnmasih ragu kah kalian dengan beliau nntidak ada lagi keraguan dalam hati sepenuhnya berjuang demi umat mewek mewek,kaskus,0,0,0,0,"['satu', 'persatu', 'ditunjukkan', 'kehancuran', 'musuh', 'umat', 'mubahalah', 'ya', 'habaib', 'memang', 'terbukti', 'nnmasih', 'ragu', 'kah', 'kalian', 'dengan', 'beliau', 'nntidak', 'ada', 'lagi', 'keraguan', 'dalam', 'hati', 'sepenuhnya', 'berjuang', 'demi', 'umat', 'mewek', 'mewek']","['persatu', 'kehancuran', 'musuh', 'umat', 'mubahalah', 'habaib', 'terbukti', 'nnmasih', 'ragu', 'kah', 'beliau', 'nntidak', 'keraguan', 'hati', 'sepenuhnya', 'berjuang', 'umat', 'mewek', 'mewek']",satu hancur musuh umat mubahalah habaib bukti nnmasih ragu kah beliau nntidak ragu hati sepenuh juang umat mewek mewek
81,ngatain instagram cemen terus ngapain pake instagram otak dipake yaa pliss jangan cuman di taro di kepala buat hiasan doang wkwk,instagram,0,0,0,0,"['ngatain', 'instagram', 'cemen', 'terus', 'ngapain', 'pake', 'instagram', 'otak', 'dipake', 'yaa', 'pliss', 'jangan', 'cuman', 'di', 'taro', 'di', 'kepala', 'buat', 'hiasan', 'doang', 'wkwk']","['ngatain', 'instagram', 'cemen', 'ngapain', 'pake', 'instagram', 'otak', 'dipake', 'yaa', 'pliss', 'cuman', 'taro', 'kepala', 'hiasan', 'doang', 'wkwk']",ngatain instagram cemen ngapain pake instagram otak dipake yaa pliss cuman taro kepala hias doang wkwk
82,responden yangg goblok belum faham juga wartawan beritasatu juga goblok nanti klo aniessandy sudah memimpin sangat mudah,twitter,0,0,0,1,"['responden', 'yangg', 'goblok', 'belum', 'faham', 'juga', 'wartawan', 'beritasatu', 'juga', 'goblok', 'nanti', 'klo', 'aniessandy', 'sudah', 'memimpin', 'sangat', 'mudah']","['responden', 'yangg', 'goblok', 'faham', 'wartawan', 'beritasatu', 'goblok', 'klo', 'aniessandy', 'memimpin', 'mudah']",responden yangg goblok faham wartawan beritasatu goblok klo aniessandy pimpin mudah
83,selamat ya min sekarang km sdh ketangkap dan sekarang hari mu akan kamu nikmati bertahun tahun di penjara saya ucapkan alhamdulillah akhirnya admin yg sok tau dan pinter ini di penjara senang nyaaa,instagram,0,0,0,0,"['selamat', 'ya', 'min', 'sekarang', 'km', 'sdh', 'ketangkap', 'dan', 'sekarang', 'hari', 'mu', 'akan', 'kamu', 'nikmati', 'bertahun', 'tahun', 'di', 'penjara', 'saya', 'ucapkan', 'alhamdulillah', 'akhirnya', 'admin', 'yg', 'sok', 'tau', 'dan', 'pinter', 'ini', 'di', 'penjara', 'senang', 'nyaaa']","['selamat', 'min', 'km', 'sdh', 'ketangkap', 'mu', 'nikmati', 'bertahun', 'penjara', 'ucapkan', 'alhamdulillah', 'admin', 'yg', 'sok', 'tau', 'pinter', 'penjara', 'senang']",selamat min km sdh tangkap mu nikmat tahun penjara ucap alhamdulillah admin yg sok tau pinter penjara senang
84,disaat pusing sama kerjaan kantor dan ngantuk berat pdahal kerjaan kantor blm kelar buka ig liat postingan taylor swift buka komen nya seketika ngantuk dan pusing hilang malah jd cengar cengir sendiri liat caption si taylor swift dan komen nya wkwkkw duh gw bru tau klo taylor swift bemper nya guede benerr,instagram,0,0,0,0,"['disaat', 'pusing', 'sama', 'kerjaan', 'kantor', 'dan', 'ngantuk', 'berat', 'pdahal', 'kerjaan', 'kantor', 'blm', 'kelar', 'buka', 'ig', 'liat', 'postingan', 'taylor', 'swift', 'buka', 'komen', 'nya', 'seketika', 'ngantuk', 'dan', 'pusing', 'hilang', 'malah', 'jd', 'cengar', 'cengir', 'sendiri', 'liat', 'caption', 'si', 'taylor', 'swift', 'dan', 'komen', 'nya', 'wkwkkw', 'duh', 'gw', 'bru', 'tau', 'klo', 'taylor', 'swift', 'bemper', 'nya', 'guede', 'benerr']","['disaat', 'pusing', 'kerjaan', 'kantor', 'ngantuk', 'berat', 'pdahal', 'kerjaan', 'kantor', 'blm', 'kelar', 'buka', 'ig', 'liat', 'postingan', 'taylor', 'swift', 'buka', 'komen', 'ngantuk', 'pusing', 'hilang', 'jd', 'cengar', 'cengir', 'liat', 'caption', 'si', 'taylor', 'swift', 'komen', 'wkwkkw', 'duh', 'gw', 'bru', 'tau', 'klo', 'taylor', 'swift', 'bemper', 'guede', 'benerr']",saat pusing kerja kantor ngantuk berat pdahal kerja kantor blm kelar buka ig liat postingan taylor swift buka komen ngantuk pusing hilang jd cengar cengir liat caption si taylor swift komen wkwkkw duh gw bru tau klo taylor swift bemper guede benerr
85,wow syarafinarai jadi mayuuu rannyhdp jawaban bm yg paling aku suka dari syarafinarai cubit pipi remas susu tepok pantat,twitter,1,0,0,0,"['wow', 'syarafinarai', 'jadi', 'mayuuu', 'rannyhdp', 'jawaban', 'bm', 'yg', 'paling', 'aku', 'suka', 'dari', 'syarafinarai', 'cubit', 'pipi', 'remas', 'susu', 'tepok', 'pantat']","['wow', 'syarafinarai', 'mayuuu', 'rannyhdp', 'bm', 'yg', 'suka', 'syarafinarai', 'cubit', 'pipi', 'remas', 'susu', 'tepok', 'pantat']",wow syarafinarai mayuuu rannyhdp bm yg suka syarafinarai cubit pipi remas susu tepok pantat
86,no string mah ngewe mulu hahahaha deyadeya pgn ntn no strings attached ama crazy lil things lg nii biii pengen liat aa aston,twitter,1,0,0,0,"['no', 'string', 'mah', 'ngewe', 'mulu', 'hahahaha', 'deyadeya', 'pgn', 'ntn', 'no', 'strings', 'attached', 'ama', 'crazy', 'lil', 'things', 'lg', 'nii', 'biii', 'pengen', 'liat', 'aa', 'aston']","['no', 'string', 'mah', 'ngewe', 'mulu', 'hahahaha', 'deyadeya', 'pgn', 'ntn', 'no', 'strings', 'attached', 'ama', 'crazy', 'lil', 'things', 'lg', 'nii', 'biii', 'pengen', 'liat', 'aa', 'aston']",no string mah ngewe mulu hahahaha deyadeya pgn ntn no strings attached ama crazy lil things lg nii biii ken liat aa aston
87,hobibelanja saya tkw singapore saya kalo turun jakarta adik saya bisa masuk sampe situ karna ada kenalan orang bandara bagian imigrasi asal tidak mengganggu akses dan ketenangan slama penjemputan tidak akan ada masalah kecuali turun bali baru nggak bisa karna sangat ketat aksesnya perlu data lengkap mohon perbanyak teman dan lebih luaskan lagi wawasannya apalagi itu kluarga dari president ke kita sudah pasti dapat pengawalan keamanan ada undang nya kok itu,instagram,0,0,0,0,"['hobibelanja', 'saya', 'tkw', 'singapore', 'saya', 'kalo', 'turun', 'jakarta', 'adik', 'saya', 'bisa', 'masuk', 'sampe', 'situ', 'karna', 'ada', 'kenalan', 'orang', 'bandara', 'bagian', 'imigrasi', 'asal', 'tidak', 'mengganggu', 'akses', 'dan', 'ketenangan', 'slama', 'penjemputan', 'tidak', 'akan', 'ada', 'masalah', 'kecuali', 'turun', 'bali', 'baru', 'nggak', 'bisa', 'karna', 'sangat', 'ketat', 'aksesnya', 'perlu', 'data', 'lengkap', 'mohon', 'perbanyak', 'teman', 'dan', 'lebih', 'luaskan', 'lagi', 'wawasannya', 'apalagi', 'itu', 'kluarga', 'dari', 'president', 'ke', 'kita', 'sudah', 'pasti', 'dapat', 'pengawalan', 'keamanan', 'ada', 'undang', 'nya', 'kok', 'itu']","['hobibelanja', 'tkw', 'singapore', 'kalo', 'turun', 'jakarta', 'adik', 'masuk', 'sampe', 'situ', 'karna', 'kenalan', 'orang', 'bandara', 'imigrasi', 'mengganggu', 'akses', 'ketenangan', 'slama', 'penjemputan', 'kecuali', 'turun', 'bali', 'nggak', 'karna', 'ketat', 'aksesnya', 'data', 'lengkap', 'mohon', 'perbanyak', 'teman', 'luaskan', 'wawasannya', 'kluarga', 'president', 'pengawalan', 'keamanan', 'undang']",hobibelanja tkw singapore kalo turun jakarta adik masuk sampe situ karna kenal orang bandara imigrasi ganggu akses tenang slama jemput kecuali turun bal nggak karna ketat akses data lengkap mohon banyak teman luas wawas kluarga president awal aman undang
88,pengen rasanya gue blender bawang putih terus gue minumin ke si dedek luna nih semoga mahkluk yg tersandra di dalam selaput otaknya bisa keluar,instagram,0,0,0,1,"['pengen', 'rasanya', 'gue', 'blender', 'bawang', 'putih', 'terus', 'gue', 'minumin', 'ke', 'si', 'dedek', 'luna', 'nih', 'semoga', 'mahkluk', 'yg', 'tersandra', 'di', 'dalam', 'selaput', 'otaknya', 'bisa', 'keluar']","['pengen', 'gue', 'blender', 'bawang', 'putih', 'gue', 'minumin', 'si', 'dedek', 'luna', 'semoga', 'mahkluk', 'yg', 'tersandra', 'selaput', 'otaknya']",ken gue blender bawang putih gue minumin si dedek luna moga mahkluk yg tersandra selaput otak
