,original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik,tokenized_text,stopword_tokenized,lemmatized_text
63,quoteturbotwinbaadbdfabmalingsial jahanamquotennindon indon wow indon kan apa yang aneh dengan keindonan nnsaat negara di gadaikan saat pasar modal di kuasai asing dan aseng nnmaka indon adalah tetap indon d,kaskus,0,1,0,0,"['quoteturbotwinbaadbdfabmalingsial', 'jahanamquotennindon', 'indon', 'wow', 'indon', 'kan', 'apa', 'yang', 'aneh', 'dengan', 'keindonan', 'nnsaat', 'negara', 'di', 'gadaikan', 'saat', 'pasar', 'modal', 'di', 'kuasai', 'asing', 'dan', 'aseng', 'nnmaka', 'indon', 'adalah', 'tetap', 'indon', 'd']","['quoteturbotwinbaadbdfabmalingsial', 'jahanamquotennindon', 'indon', 'wow', 'indon', 'aneh', 'keindonan', 'nnsaat', 'negara', 'gadaikan', 'pasar', 'modal', 'kuasai', 'asing', 'aseng', 'nnmaka', 'indon', 'indon', 'd']",quoteturbotwinbaadbdfabmalingsial jahanamquotennindon indon wow indon aneh keindonan nnsaat negara gadaikan pasar modal kuasai asing aseng nnmaka indon indon d
64,quotetofftofafafdffbnnsalah satunya ini study setara nnitu study bukan sekedar asumsi lo yang kagak jelas nasbung identik dengan anti toleransi dan lihat seberapa banyak kota di jawa barat disitu lehugaquotenneh anjing tolol kalo begitu kamu lihat nih nn m kaskus co idthreadabdaaebcbdaftarperistiwapembakarandanperusakangerejayangterjadidiindonesiannjatim yang paling banyak bakar dan ngerusak gereja itu bukan asumshit itu data nnudah jadi pengetahuan umum juga kalau mayoritas ketua geng teroris itu jawir konthol contohnya abubakar baasyir dulmatin santoso kartosuwiryo dll dan itu semua bener fakta bukan asumshit nnkok kamu gak nyebut propinsi jateng dan jatim propinsi jangan standar janda kamu anjing tolol,kaskus,0,0,0,1,"['quotetofftofafafdffbnnsalah', 'satunya', 'ini', 'study', 'setara', 'nnitu', 'study', 'bukan', 'sekedar', 'asumsi', 'lo', 'yang', 'kagak', 'jelas', 'nasbung', 'identik', 'dengan', 'anti', 'toleransi', 'dan', 'lihat', 'seberapa', 'banyak', 'kota', 'di', 'jawa', 'barat', 'disitu', 'lehugaquotenneh', 'anjing', 'tolol', 'kalo', 'begitu', 'kamu', 'lihat', 'nih', 'nn', 'm', 'kaskus', 'co', 'idthreadabdaaebcbdaftarperistiwapembakarandanperusakangerejayangterjadidiindonesiannjatim', 'yang', 'paling', 'banyak', 'bakar', 'dan', 'ngerusak', 'gereja', 'itu', 'bukan', 'asumshit', 'itu', 'data', 'nnudah', 'jadi', 'pengetahuan', 'umum', 'juga', 'kalau', 'mayoritas', 'ketua', 'geng', 'teroris', 'itu', 'jawir', 'konthol', 'contohnya', 'abubakar', 'baasyir', 'dulmatin', 'santoso', 'kartosuwiryo', 'dll', 'dan', 'itu', 'semua', 'bener', 'fakta', 'bukan', 'asumshit', 'nnkok', 'kamu', 'gak', 'nyebut', 'propinsi', 'jateng', 'dan', 'jatim', 'propinsi', 'jangan', 'standar', 'janda', 'kamu', 'anjing', 'tolol']","['quotetofftofafafdffbnnsalah', 'satunya', 'study', 'setara', 'nnitu', 'study', 'sekedar', 'asumsi', 'lo', 'kagak', 'nasbung', 'identik', 'anti', 'toleransi', 'lihat', 'kota', 'jawa', 'barat', 'disitu', 'lehugaquotenneh', 'anjing', 'tolol', 'kalo', 'lihat', 'nn', 'm', 'kaskus', 'co', 'idthreadabdaaebcbdaftarperistiwapembakarandanperusakangerejayangterjadidiindonesiannjatim', 'bakar', 'ngerusak', 'gereja', 'asumshit', 'data', 'nnudah', 'pengetahuan', 'mayoritas', 'ketua', 'geng', 'teroris', 'jawir', 'konthol', 'contohnya', 'abubakar', 'baasyir', 'dulmatin', 'santoso', 'kartosuwiryo', 'dll', 'bener', 'fakta', 'asumshit', 'nnkok', 'gak', 'nyebut', 'propinsi', 'jateng', 'jatim', 'propinsi', 'standar', 'janda', 'anjing', 'tolol']",quotetofftofafafdffbnnsalah satunya study setara nnitu study sekedar asumsi lo kagak nasbung identik anti toleransi lihat kota jawa barat disitu lehugaquotenneh anjing tolol kalo lihat nn m kaskus co idthreadabdaaebcbdaftarperistiwapembakarandanperusakangerejayangterjadidiindonesiannjatim bakar ngerusak gereja asumshit data nnudah pengetahuan mayoritas ketua geng teroris jawir konthol contohnya abubakar baasyir dulmatin santoso kartosuwiryo dll bener fakta asumshit nnkok gak nyebut propinsi jateng jatim propinsi standar janda anjing tolol
65,quotezelfrizkaaeccbabjangan kaget orang manusia berkepala babi aje banyak kok coba kamu main ke utara nnyang aneh udah babi eh doyan makan babi nnkanibal nn lehugaquotennutara bukannya tmpt rumah org elit brae jiakakaka tanah per meter hrg ny bsa x lebih umr loh ngakak,kaskus,0,0,0,0,"['quotezelfrizkaaeccbabjangan', 'kaget', 'orang', 'manusia', 'berkepala', 'babi', 'aje', 'banyak', 'kok', 'coba', 'kamu', 'main', 'ke', 'utara', 'nnyang', 'aneh', 'udah', 'babi', 'eh', 'doyan', 'makan', 'babi', 'nnkanibal', 'nn', 'lehugaquotennutara', 'bukannya', 'tmpt', 'rumah', 'org', 'elit', 'brae', 'jiakakaka', 'tanah', 'per', 'meter', 'hrg', 'ny', 'bsa', 'x', 'lebih', 'umr', 'loh', 'ngakak']","['quotezelfrizkaaeccbabjangan', 'kaget', 'orang', 'manusia', 'berkepala', 'babi', 'aje', 'coba', 'main', 'utara', 'nnyang', 'aneh', 'udah', 'babi', 'eh', 'doyan', 'makan', 'babi', 'nnkanibal', 'nn', 'lehugaquotennutara', 'tmpt', 'rumah', 'org', 'elit', 'brae', 'jiakakaka', 'tanah', 'meter', 'hrg', 'ny', 'bsa', 'x', 'umr', 'loh', 'ngakak']",quotezelfrizkaaeccbabjangan kaget orang manusia berkepala babi aje coba main utara nnyang aneh udah babi eh doyan makan babi nnkanibal nn lehugaquotennutara tmpt rumah org elit brae jiakakaka tanah meter hrg ny bsa x umr loh ngakak
66,sapa nih yang ngajarin nyontoh demo berjilid kemaren yang teriak ganyang cina bunuh ahok well done anies well done  twitter comgunromlistatus,twitter,0,1,1,1,"['sapa', 'nih', 'yang', 'ngajarin', 'nyontoh', 'demo', 'berjilid', 'kemaren', 'yang', 'teriak', 'ganyang', 'cina', 'bunuh', 'ahok', 'well', 'done', 'anies', 'well', 'done', 'twitter', 'comgunromlistatus']","['sapa', 'ngajarin', 'nyontoh', 'demo', 'berjilid', 'kemaren', 'teriak', 'ganyang', 'cina', 'bunuh', 'ahok', 'well', 'done', 'anies', 'well', 'done', 'twitter', 'comgunromlistatus']",sapa ngajarin nyontoh demo berjilid kemaren teriak ganyang cina bunuh ahok well done anies well done twitter comgunromlistatus
67,efek penyebaran video itu sgt berbahaya bagi umat jadi kami juga harus membackup opini yang ada klarifikasi itu bisa lgs dilakukan somad dengan tim medianya disesuaikan dengan firman allah qs dan harus menyatakan menolak thd paham khilafah yang tidak ada di zaman rasul,twitter,0,0,1,0,"['efek', 'penyebaran', 'video', 'itu', 'sgt', 'berbahaya', 'bagi', 'umat', 'jadi', 'kami', 'juga', 'harus', 'membackup', 'opini', 'yang', 'ada', 'klarifikasi', 'itu', 'bisa', 'lgs', 'dilakukan', 'somad', 'dengan', 'tim', 'medianya', 'disesuaikan', 'dengan', 'firman', 'allah', 'qs', 'dan', 'harus', 'menyatakan', 'menolak', 'thd', 'paham', 'khilafah', 'yang', 'tidak', 'ada', 'di', 'zaman', 'rasul']","['efek', 'penyebaran', 'video', 'sgt', 'berbahaya', 'umat', 'membackup', 'opini', 'klarifikasi', 'lgs', 'somad', 'tim', 'medianya', 'disesuaikan', 'firman', 'allah', 'qs', 'menolak', 'thd', 'paham', 'khilafah', 'zaman', 'rasul']",efek penyebaran video sgt berbahaya umat membackup opini klarifikasi lgs somad tim medianya disesuaikan firman allah q menolak thd paham khilafah zaman rasul
68,jika saja si penulis tidak pernah di cuci otaknya oleh islam tentu tidak akan mengatakan demikiannsama seperti para teroris jika mereka tidak pernah mengenal islam napa mereka meledakan diri mereka bersama anak istri mereka nnjadi mohon gunakanlah otak jika ingin mengikari islam mengajari manusia menjadi apa cd,kaskus,0,1,0,0,"['jika', 'saja', 'si', 'penulis', 'tidak', 'pernah', 'di', 'cuci', 'otaknya', 'oleh', 'islam', 'tentu', 'tidak', 'akan', 'mengatakan', 'demikiannsama', 'seperti', 'para', 'teroris', 'jika', 'mereka', 'tidak', 'pernah', 'mengenal', 'islam', 'napa', 'mereka', 'meledakan', 'diri', 'mereka', 'bersama', 'anak', 'istri', 'mereka', 'nnjadi', 'mohon', 'gunakanlah', 'otak', 'jika', 'ingin', 'mengikari', 'islam', 'mengajari', 'manusia', 'menjadi', 'apa', 'cd']","['si', 'penulis', 'cuci', 'otaknya', 'islam', 'demikiannsama', 'teroris', 'mengenal', 'islam', 'napa', 'meledakan', 'anak', 'istri', 'nnjadi', 'mohon', 'gunakanlah', 'otak', 'mengikari', 'islam', 'mengajari', 'manusia', 'cd']",si penulis cuci otaknya islam demikiannsama teroris mengenal islam napa meledakan anak istri nnjadi mohon gunakanlah otak mengikari islam mengajari manusia cd
69,rasis itu kalau untuk manusia kalau untuk monyet spt dia gak berlaku monyet gak tahu diri desa papua berjibaku diterangi bbm disamakan tol dibangun supaya cepat maju ekonomi tapi hewan mamalia ini malah mau hancurkan jokowi terangan rasis tai kucing,twitter,0,0,0,1,"['rasis', 'itu', 'kalau', 'untuk', 'manusia', 'kalau', 'untuk', 'monyet', 'spt', 'dia', 'gak', 'berlaku', 'monyet', 'gak', 'tahu', 'diri', 'desa', 'papua', 'berjibaku', 'diterangi', 'bbm', 'disamakan', 'tol', 'dibangun', 'supaya', 'cepat', 'maju', 'ekonomi', 'tapi', 'hewan', 'mamalia', 'ini', 'malah', 'mau', 'hancurkan', 'jokowi', 'terangan', 'rasis', 'tai', 'kucing']","['rasis', 'manusia', 'monyet', 'spt', 'gak', 'berlaku', 'monyet', 'gak', 'desa', 'papua', 'berjibaku', 'diterangi', 'bbm', 'disamakan', 'tol', 'dibangun', 'cepat', 'maju', 'ekonomi', 'hewan', 'mamalia', 'hancurkan', 'jokowi', 'terangan', 'rasis', 'tai', 'kucing']",rasis manusia monyet spt gak berlaku monyet gak desa papua berjibaku diterangi bbm disamakan tol dibangun cepat maju ekonomi hewan mamalia hancurkan jokowi terangan rasis tai kucing
70,novping akunnya di lock itu males amat njirr follownya hahaha doain saja smg admin ni ketangkep,instagram,0,0,0,0,"['novping', 'akunnya', 'di', 'lock', 'itu', 'males', 'amat', 'njirr', 'follownya', 'hahaha', 'doain', 'saja', 'smg', 'admin', 'ni', 'ketangkep']","['novping', 'akunnya', 'lock', 'males', 'njirr', 'follownya', 'hahaha', 'doain', 'smg', 'admin', 'ni', 'ketangkep']",novping akunnya lock male njirr follownya hahaha doain smg admin ni ketangkep
71,anak kecil pawai bawa obor dan orang dewasa yang orasi di jkt triak bunuh ahok ganyang cina itu gmn  twitter comaagymstatus,twitter,0,1,1,1,"['anak', 'kecil', 'pawai', 'bawa', 'obor', 'dan', 'orang', 'dewasa', 'yang', 'orasi', 'di', 'jkt', 'triak', 'bunuh', 'ahok', 'ganyang', 'cina', 'itu', 'gmn', 'twitter', 'comaagymstatus']","['anak', 'pawai', 'bawa', 'obor', 'orang', 'dewasa', 'orasi', 'jkt', 'triak', 'bunuh', 'ahok', 'ganyang', 'cina', 'gmn', 'twitter', 'comaagymstatus']",anak pawai bawa obor orang dewasa orasi jkt triak bunuh ahok ganyang cina gmn twitter comaagymstatus
72,waduh keluar dari laskar sempak tarsan auto debus nnharus diberantas itu pastor tukang nyilit requestnn,kaskus,0,0,0,0,"['waduh', 'keluar', 'dari', 'laskar', 'sempak', 'tarsan', 'auto', 'debus', 'nnharus', 'diberantas', 'itu', 'pastor', 'tukang', 'nyilit', 'requestnn']","['laskar', 'sempak', 'tarsan', 'auto', 'debus', 'nnharus', 'diberantas', 'pastor', 'tukang', 'nyilit', 'requestnn']",laskar sempak tarsan auto debus nnharus diberantas pastor tukang nyilit requestnn
73,milanandaxyz kamu betul sekali dari semua komentar yang aku lihat memang betul krna kelurga saya juga artis termasuk team suksesnya bersama ka luna jd jngn buli orang sblm kalian benar dimata tuhan,instagram,0,0,0,0,"['milanandaxyz', 'kamu', 'betul', 'sekali', 'dari', 'semua', 'komentar', 'yang', 'aku', 'lihat', 'memang', 'betul', 'krna', 'kelurga', 'saya', 'juga', 'artis', 'termasuk', 'team', 'suksesnya', 'bersama', 'ka', 'luna', 'jd', 'jngn', 'buli', 'orang', 'sblm', 'kalian', 'benar', 'dimata', 'tuhan']","['milanandaxyz', 'komentar', 'lihat', 'krna', 'kelurga', 'artis', 'team', 'suksesnya', 'ka', 'luna', 'jd', 'jngn', 'buli', 'orang', 'sblm', 'dimata', 'tuhan']",milanandaxyz komentar lihat krna kelurga artis team suksesnya ka luna jd jngn buli orang sblm dimata tuhan
74,presiden kita itu orang kafir apa islam ya atau orang munafiq korban bom solo tidak meninggal di perhatikannya berlebihan org mslim d achkn,twitter,0,1,1,1,"['presiden', 'kita', 'itu', 'orang', 'kafir', 'apa', 'islam', 'ya', 'atau', 'orang', 'munafiq', 'korban', 'bom', 'solo', 'tidak', 'meninggal', 'di', 'perhatikannya', 'berlebihan', 'org', 'mslim', 'd', 'achkn']","['presiden', 'orang', 'kafir', 'islam', 'orang', 'munafiq', 'korban', 'bom', 'solo', 'meninggal', 'perhatikannya', 'org', 'mslim', 'd', 'achkn']",presiden orang kafir islam orang munafiq korban bom solo meninggal perhatikannya org mslim d achkn
75,susu prawan mau pingsan segera remas benda apa sj yang ad di dekat kmu u mlenturkn otot shg bisa menaikkn tekanan darah sirkulasi ke otak,twitter,1,0,0,0,"['susu', 'prawan', 'mau', 'pingsan', 'segera', 'remas', 'benda', 'apa', 'sj', 'yang', 'ad', 'di', 'dekat', 'kmu', 'u', 'mlenturkn', 'otot', 'shg', 'bisa', 'menaikkn', 'tekanan', 'darah', 'sirkulasi', 'ke', 'otak']","['susu', 'prawan', 'pingsan', 'remas', 'benda', 'sj', 'ad', 'kmu', 'u', 'mlenturkn', 'otot', 'shg', 'menaikkn', 'tekanan', 'darah', 'sirkulasi', 'otak']",susu prawan pingsan remas benda sj ad kmu u mlenturkn otot shg menaikkn tekanan darah sirkulasi otak
76,boong deniaryandi dbjak bean ni e viinvoodoo deniaryandi suryadipta deniaryandi pengen ngentot sinta jojo deh,twitter,1,0,0,0,"['boong', 'deniaryandi', 'dbjak', 'bean', 'ni', 'e', 'viinvoodoo', 'deniaryandi', 'suryadipta', 'deniaryandi', 'pengen', 'ngentot', 'sinta', 'jojo', 'deh']","['boong', 'deniaryandi', 'dbjak', 'bean', 'ni', 'e', 'viinvoodoo', 'deniaryandi', 'suryadipta', 'deniaryandi', 'pengen', 'ngentot', 'sinta', 'jojo', 'deh']",boong deniaryandi dbjak bean ni e viinvoodoo deniaryandi suryadipta deniaryandi pengen ngentot sinta jojo deh
77,adminnya kebanyakan makan micin kekurangan berita kurang kurangin bergaul sama ormas onta yang komandannya saja entah pergi kemana,instagram,0,0,0,0,"['adminnya', 'kebanyakan', 'makan', 'micin', 'kekurangan', 'berita', 'kurang', 'kurangin', 'bergaul', 'sama', 'ormas', 'onta', 'yang', 'komandannya', 'saja', 'entah', 'pergi', 'kemana']","['adminnya', 'kebanyakan', 'makan', 'micin', 'kekurangan', 'berita', 'kurangin', 'bergaul', 'ormas', 'onta', 'komandannya', 'pergi', 'kemana']",adminnya kebanyakan makan micin kekurangan berita kurangin bergaul ormas onta komandannya pergi kemana
78,dah begitu rasismenya white supermasi itu kini di indonesia ditirutiru byk skli org kita nyebut org papua itu monyet sedih,twitter,0,0,0,0,"['dah', 'begitu', 'rasismenya', 'white', 'supermasi', 'itu', 'kini', 'di', 'indonesia', 'ditirutiru', 'byk', 'skli', 'org', 'kita', 'nyebut', 'org', 'papua', 'itu', 'monyet', 'sedih']","['dah', 'rasismenya', 'white', 'supermasi', 'indonesia', 'ditirutiru', 'byk', 'skli', 'org', 'nyebut', 'org', 'papua', 'monyet', 'sedih']",dah rasismenya white supermasi indonesia ditirutiru byk skli org nyebut org papua monyet sedih
79,maenya aya imam di usir foejiriko dul mneh mah prcma jmtan oge krek npi mesjid pasti diusir aabbdduull kafir hungkul apsaputra,twitter,0,0,0,0,"['maenya', 'aya', 'imam', 'di', 'usir', 'foejiriko', 'dul', 'mneh', 'mah', 'prcma', 'jmtan', 'oge', 'krek', 'npi', 'mesjid', 'pasti', 'diusir', 'aabbdduull', 'kafir', 'hungkul', 'apsaputra']","['maenya', 'aya', 'imam', 'usir', 'foejiriko', 'dul', 'mneh', 'mah', 'prcma', 'jmtan', 'oge', 'krek', 'npi', 'mesjid', 'diusir', 'aabbdduull', 'kafir', 'hungkul', 'apsaputra']",maenya aya imam usir foejiriko dul mneh mah prcma jmtan oge krek npi mesjid diusir aabbdduull kafir hungkul apsaputra
80,satu persatu ditunjukkan kehancuran musuh umat mubahalah ya habaib memang terbukti nnmasih ragu kah kalian dengan beliau nntidak ada lagi keraguan dalam hati sepenuhnya berjuang demi umat mewek mewek,kaskus,0,0,0,0,"['satu', 'persatu', 'ditunjukkan', 'kehancuran', 'musuh', 'umat', 'mubahalah', 'ya', 'habaib', 'memang', 'terbukti', 'nnmasih', 'ragu', 'kah', 'kalian', 'dengan', 'beliau', 'nntidak', 'ada', 'lagi', 'keraguan', 'dalam', 'hati', 'sepenuhnya', 'berjuang', 'demi', 'umat', 'mewek', 'mewek']","['persatu', 'kehancuran', 'musuh', 'umat', 'mubahalah', 'habaib', 'terbukti', 'nnmasih', 'ragu', 'kah', 'beliau', 'nntidak', 'keraguan', 'hati', 'sepenuhnya', 'berjuang', 'umat', 'mewek', 'mewek']",persatu kehancuran musuh umat mubahalah habaib terbukti nnmasih ragu kah beliau nntidak keraguan hati sepenuhnya berjuang umat mewek mewek
81,ngatain instagram cemen terus ngapain pakai instagram otak dipake yaa pliss jangan cuman di taro di kepala buat hiasan doang tertawa,instagram,0,0,0,0,"['ngatain', 'instagram', 'cemen', 'terus', 'ngapain', 'pakai', 'instagram', 'otak', 'dipake', 'yaa', 'pliss', 'jangan', 'cuman', 'di', 'taro', 'di', 'kepala', 'buat', 'hiasan', 'doang', 'tertawa']","['ngatain', 'instagram', 'cemen', 'ngapain', 'pakai', 'instagram', 'otak', 'dipake', 'yaa', 'pliss', 'cuman', 'taro', 'kepala', 'hiasan', 'doang', 'tertawa']",ngatain instagram cemen ngapain pakai instagram otak dipake yaa pliss cuman taro kepala hiasan doang tertawa
82,responden yangg goblok belum faham juga wartawan beritasatu juga goblok nanti klo aniessandy sudah memimpin sangat mudah,twitter,0,0,0,1,"['responden', 'yangg', 'goblok', 'belum', 'faham', 'juga', 'wartawan', 'beritasatu', 'juga', 'goblok', 'nanti', 'klo', 'aniessandy', 'sudah', 'memimpin', 'sangat', 'mudah']","['responden', 'yangg', 'goblok', 'faham', 'wartawan', 'beritasatu', 'goblok', 'klo', 'aniessandy', 'memimpin', 'mudah']",responden yangg goblok faham wartawan beritasatu goblok klo aniessandy memimpin mudah
83,selamat ya min sekarang km sdh ketangkap dan sekarang hari mu akan kamu nikmati bertahun tahun di penjara saya ucapkan alhamdulillah akhirnya admin yang sok tau dan pinter ini di penjara senang nyaa,instagram,0,0,0,0,"['selamat', 'ya', 'min', 'sekarang', 'km', 'sdh', 'ketangkap', 'dan', 'sekarang', 'hari', 'mu', 'akan', 'kamu', 'nikmati', 'bertahun', 'tahun', 'di', 'penjara', 'saya', 'ucapkan', 'alhamdulillah', 'akhirnya', 'admin', 'yang', 'sok', 'tau', 'dan', 'pinter', 'ini', 'di', 'penjara', 'senang', 'nyaa']","['selamat', 'min', 'km', 'sdh', 'ketangkap', 'mu', 'nikmati', 'bertahun', 'penjara', 'ucapkan', 'alhamdulillah', 'admin', 'sok', 'tau', 'pinter', 'penjara', 'senang']",selamat min km sdh ketangkap mu nikmati bertahun penjara ucapkan alhamdulillah admin sok tau pinter penjara senang
84,disaat pusing sama kerjaan kantor dan ngantuk berat pdahal kerjaan kantor belum kelar buka ig lihat postingan taylor swift buka komen nya seketika ngantuk dan pusing hilang malah jd cengar cengir sendiri lihat caption si taylor swift dan komen nya wkwkkw duh saya bru tau klo taylor swift bemper nya guede benerr,instagram,0,0,0,0,"['disaat', 'pusing', 'sama', 'kerjaan', 'kantor', 'dan', 'ngantuk', 'berat', 'pdahal', 'kerjaan', 'kantor', 'belum', 'kelar', 'buka', 'ig', 'lihat', 'postingan', 'taylor', 'swift', 'buka', 'komen', 'nya', 'seketika', 'ngantuk', 'dan', 'pusing', 'hilang', 'malah', 'jd', 'cengar', 'cengir', 'sendiri', 'lihat', 'caption', 'si', 'taylor', 'swift', 'dan', 'komen', 'nya', 'wkwkkw', 'duh', 'saya', 'bru', 'tau', 'klo', 'taylor', 'swift', 'bemper', 'nya', 'guede', 'benerr']","['disaat', 'pusing', 'kerjaan', 'kantor', 'ngantuk', 'berat', 'pdahal', 'kerjaan', 'kantor', 'kelar', 'buka', 'ig', 'lihat', 'postingan', 'taylor', 'swift', 'buka', 'komen', 'ngantuk', 'pusing', 'hilang', 'jd', 'cengar', 'cengir', 'lihat', 'caption', 'si', 'taylor', 'swift', 'komen', 'wkwkkw', 'duh', 'bru', 'tau', 'klo', 'taylor', 'swift', 'bemper', 'guede', 'benerr']",disaat pusing kerjaan kantor ngantuk berat pdahal kerjaan kantor kelar buka ig lihat postingan taylor swift buka komen ngantuk pusing hilang jd cengar cengir lihat caption si taylor swift komen wkwkkw duh bru tau klo taylor swift bemper guede benerr
85,wow syarafinarai jadi mayuu rannyhdp jawaban bm yang paling aku suka dari syarafinarai cubit pipi remas susu tepok pantat,twitter,1,0,0,0,"['wow', 'syarafinarai', 'jadi', 'mayuu', 'rannyhdp', 'jawaban', 'bm', 'yang', 'paling', 'aku', 'suka', 'dari', 'syarafinarai', 'cubit', 'pipi', 'remas', 'susu', 'tepok', 'pantat']","['wow', 'syarafinarai', 'mayuu', 'rannyhdp', 'bm', 'suka', 'syarafinarai', 'cubit', 'pipi', 'remas', 'susu', 'tepok', 'pantat']",wow syarafinarai mayuu rannyhdp bm suka syarafinarai cubit pipi remas susu tepok pantat
86,no string mah ngewe mulu hahahaha deyadeya pgn ntn no strings attached ama crazy lil things lagi nii bii pengen lihat aa aston,twitter,1,0,0,0,"['no', 'string', 'mah', 'ngewe', 'mulu', 'hahahaha', 'deyadeya', 'pgn', 'ntn', 'no', 'strings', 'attached', 'ama', 'crazy', 'lil', 'things', 'lagi', 'nii', 'bii', 'pengen', 'lihat', 'aa', 'aston']","['no', 'string', 'mah', 'ngewe', 'mulu', 'hahahaha', 'deyadeya', 'pgn', 'ntn', 'no', 'strings', 'attached', 'ama', 'crazy', 'lil', 'things', 'nii', 'bii', 'pengen', 'lihat', 'aa', 'aston']",no string mah ngewe mulu hahahaha deyadeya pgn ntn no string attached ama crazy lil thing nii bii pengen lihat aa aston
87,hobibelanja saya tkw singapore saya kalau turun jakarta adik saya bisa masuk sampe situ karna ada kenalan orang bandara bagian imigrasi asal tidak mengganggu akses dan ketenangan slama penjemputan tidak akan ada masalah kecuali turun bali baru nggak bisa karna sangat ketat aksesnya perlu data lengkap mohon perbanyak teman dan lebih luaskan lagi wawasannya apalagi itu kluarga dari president ke kita sudah pasti dapat pengawalan keamanan ada undang nya kok itu,instagram,0,0,0,0,"['hobibelanja', 'saya', 'tkw', 'singapore', 'saya', 'kalau', 'turun', 'jakarta', 'adik', 'saya', 'bisa', 'masuk', 'sampe', 'situ', 'karna', 'ada', 'kenalan', 'orang', 'bandara', 'bagian', 'imigrasi', 'asal', 'tidak', 'mengganggu', 'akses', 'dan', 'ketenangan', 'slama', 'penjemputan', 'tidak', 'akan', 'ada', 'masalah', 'kecuali', 'turun', 'bali', 'baru', 'nggak', 'bisa', 'karna', 'sangat', 'ketat', 'aksesnya', 'perlu', 'data', 'lengkap', 'mohon', 'perbanyak', 'teman', 'dan', 'lebih', 'luaskan', 'lagi', 'wawasannya', 'apalagi', 'itu', 'kluarga', 'dari', 'president', 'ke', 'kita', 'sudah', 'pasti', 'dapat', 'pengawalan', 'keamanan', 'ada', 'undang', 'nya', 'kok', 'itu']","['hobibelanja', 'tkw', 'singapore', 'turun', 'jakarta', 'adik', 'masuk', 'sampe', 'situ', 'karna', 'kenalan', 'orang', 'bandara', 'imigrasi', 'mengganggu', 'akses', 'ketenangan', 'slama', 'penjemputan', 'kecuali', 'turun', 'bali', 'nggak', 'karna', 'ketat', 'aksesnya', 'data', 'lengkap', 'mohon', 'perbanyak', 'teman', 'luaskan', 'wawasannya', 'kluarga', 'president', 'pengawalan', 'keamanan', 'undang']",hobibelanja tkw singapore turun jakarta adik masuk sampe situ karna kenalan orang bandara imigrasi mengganggu ak ketenangan slama penjemputan kecuali turun bali nggak karna ketat aksesnya data lengkap mohon perbanyak teman luaskan wawasannya kluarga president pengawalan keamanan undang
88,pengen rasanya gue blender bawang putih terus gue minumin ke si dedek luna nih semoga mahkluk yang tersandra di dalam selaput otaknya bisa keluar,instagram,0,0,0,1,"['pengen', 'rasanya', 'gue', 'blender', 'bawang', 'putih', 'terus', 'gue', 'minumin', 'ke', 'si', 'dedek', 'luna', 'nih', 'semoga', 'mahkluk', 'yang', 'tersandra', 'di', 'dalam', 'selaput', 'otaknya', 'bisa', 'keluar']","['pengen', 'gue', 'blender', 'bawang', 'putih', 'gue', 'minumin', 'si', 'dedek', 'luna', 'semoga', 'mahkluk', 'tersandra', 'selaput', 'otaknya']",pengen gue blender bawang putih gue minumin si dedek luna semoga mahkluk tersandra selaput otaknya
